"X","ID","ag","pov_final","genre","mc_calc"
650,"2014_Adams,Carina_ForeverRed_ROM.txt.csv","F","1p","ROM","Y"
651,"2014_Adams,Evelyn_FeelsLikeHome_ROM.txt.csv","F","3p","ROM","Y"
652,"2014_Armentrout,JenniferL_TheReturn_ROM.txt.csv","F","1p","ROM","Y"
653,"2014_Ashley,Kristen_TheWill_ROM.txt.csv","F","1p","ROM","Y"
654,"2014_Aurora,Belle_RAW_ROM.txt.csv","F","1p","ROM","Y"
655,"2014_Blakely,Lauren_NightAfterNight_ROM.txt.csv","F","3p","ROM","Y"
656,"2014_Brant,Kylie_11_ROM.txt.csv","F","3p","ROM","Y"
657,"2014_Brogan,Tracy_TheBestMedicine_ROM.txt.csv","F","1p","ROM","Y"
658,"2014_Bromberg,K_Crashed_ROM.txt.csv","F","1p","ROM","N"
659,"2014_Charles,Ann_TheGreatJackalopeStampede_ROM.txt.csv","F","3p","ROM","Y"
660,"2014_Chase,Emma_Tamed_ROM.txt.csv","F","1p","ROM","Y"
661,"2014_Connor,Claudia_WorththeFall_ROM.txt.csv","F","3p","ROM","Y"
662,"2014_Dare,Tessa_RomancingtheDuke_ROM.txt.csv","F","3p","ROM","Y"
663,"2014_Elliot,Kendra_Alone_ROM.txt.csv","F","3p","ROM","Y"
664,"2014_Elliot,Kendra_Vanished_ROM.txt.csv","F","3p","ROM","Y"
665,"2014_Flynn,Avery_HollywoodonTap_ROM.txt.csv","F","3p","ROM","Y"
666,"2014_Gabaldon,Diana_WritteninMyOwnHeartsBlood_ROM.txt.csv","F","3p","ROM","Y"
667,"2014_Hannon,Irene_OnePerfectSpring_ROM.txt.csv","F","3p","ROM","Y"
668,"2014_Harber,Cristin_SweetGirl_ROM.txt.csv","F","3p","ROM","Y"
669,"2014_Harlow,Melanie_Forked_ROM.txt.csv","F","1p","ROM","Y"
670,"2014_Harlow,Melanie_Frenched_ROM.txt.csv","F","1p","ROM","N"
671,"2014_Holden,Kim_BrightSide_ROM.txt.csv","F","1p","ROM","Y"
672,"2014_Hoover,Colleen_MaybeSomeday_ROM.txt.csv","F","1p","ROM","Y"
673,"2014_Hoover,Colleen_UglyLove_ROM.txt.csv","F","1p","ROM","Y"
674,"2014_Ione,Larissa_Azagoth_ROM.txt.csv","F","3p","ROM","Y"
675,"2014_James,Elle_SEALsEmbrace_ROM.txt.csv","F","3p","ROM","Y"
676,"2014_Jewel,Bella_TilDeathVolumeOne_ROM.txt.csv","F","1p","ROM","Y"
677,"2014_Langston,K_UntilYoureMine_ROM.txt.csv","F","1p","ROM","Y"
678,"2014_Lauren,Christina_SweetFilthyBoy_ROM.txt.csv","F","1p","ROM","Y"
679,"2014_Leigh,Melinda_HourofNeed_ROM.txt.csv","F","3p","ROM","Y"
680,"2014_LoveWins,Bella_CabinHeat_ROM.txt.csv","F","3p","ROM","Y"
681,"2014_Lund,SE_TheAgreement_ROM.txt.csv","F","1p","ROM","Y"
682,"2014_Maxlyn,Amanda_WhatsLeftofMe_ROM.txt.csv","F","1p","ROM","Y"
683,"2014_McLean,Jay_MoreThanHim_ROM.txt.csv","F","1p","ROM","Y"
684,"2014_Mercier,Anne_FallingDown_ROM.txt.csv","F","1p","ROM","Y"
685,"2014_Netzel,AC_TheCasualRule_ROM.txt.csv","F","1p","ROM","Y"
686,"2014_Noble,Olivia_DeadlyLust_ROM.txt.csv","F","3p","ROM","Y"
687,"2014_Noble,Olivia_SecretsExposed_ROM.txt.csv","F","3p","ROM","Y"
688,"2014_Noble,Olivia_ThePrivateRoom_ROM.txt.csv","F","3p","ROM","Y"
689,"2014_Phillips,Carly_DaretoDesire_ROM.txt.csv","F","3p","ROM","Y"
690,"2014_Raine,Alice_TheDarknessWithinHim_ROM.txt.csv","F","1p","ROM","Y"
691,"2014_Savage,Shay_Transcendence_ROM.txt.csv","F","1p","ROM","N"
692,"2014_Scott,Kylie_Play_ROM.txt.csv","F","1p","ROM","Y"
693,"2014_Sheridan,Mia_ArchersVoice_ROM.txt.csv","F","1p","ROM","Y"
694,"2014_Singh,Nalini_ShieldofWinter_ROM.txt.csv","F","3p","ROM","Y"
695,"2014_StClaire,Roxanne_BarefootinWhite_ROM.txt.csv","F","3p","ROM","Y"
696,"2014_Torre,Alessandra_BlackLies_ROM.txt.csv","F","1p","ROM","Y"
697,"2014_Ward,JR_TheKing_ROM.txt.csv","F","3p","ROM","Y"
698,"2014_Ward,Penelope_StepbrotherDearest_ROM.txt.csv","F","1p","ROM","Y"
699,"2014_Wilder,Jasinda_FallingAway_ROM.txt.csv","F","1p","ROM","Y"
700,"2014_Wright,Cynthia_SmugglersMoon_ROM.txt.csv","F","3p","ROM","Y"
701,"2014_York,Zoe_LoveinaSmallTown_ROM.txt.csv","F","3p","ROM","Y"
702,"2014_Young,Samantha_BeforeJamaicaLane_ROM.txt.csv","F","1p","ROM","Y"
703,"2014_Zanders,Abbie_DangerousSecrets_ROM.txt.csv","F","3p","ROM","Y"
704,"2015_Alexander,Victoria_TheDaringExploitsofaRunawayHeiress_ROM.txt.csv","F","3p","ROM","Y"
705,"2015_Armentrout,JenniferL_FallWithMe_ROM.txt.csv","F","1p","ROM","Y"
706,"2015_Ashley,Jennifer_Grant_ROM.txt.csv","F","3p","ROM","Y"
707,"2015_Bladon,Deborah_CHANCE_ROM.txt.csv","F","1p","ROM","Y"
708,"2015_Bladon,Deborah_EMBER_ROM.txt.csv","F","1p","ROM","Y"
709,"2015_Blair,EK_Echo_ROM.txt.csv","F","1p","ROM","Y"
710,"2015_Bowen,Sarina_ShootingFortheStars_ROM.txt.csv","F","3p","ROM","Y"
711,"2015_Boyd,Natasha_DeepBlueEternity_ROM.txt.csv","F","1p","ROM","Y"
712,"2015_Brent,Cora_Unruly_ROM.txt.csv","F","1p","ROM","Y"
714,"2015_Callihan,Kristen_TheFriendZone_ROM.txt.csv","F","1p","ROM","Y"
715,"2015_Carmack,Cora_AllPlayedOut_ROM.txt.csv","F","1p","ROM","Y"
716,"2015_Carter,Mina_TheMistresstakesaMate_ROM.txt.csv","F","3p","ROM","Y"
717,"2015_Clare,Jessica_LastKiss_ROM.txt.csv","F","1p","ROM","Y"
718,"2015_Cole,Courtney_VERUM_ROM.txt.csv","F","1p","ROM","Y"
719,"2015_Cole,Kresley_TheMaster_ROM.txt.csv","F","1p","ROM","Y"
720,"2015_Cooper,JS_OneNightStand_ROM.txt.csv","F","1p","ROM","Y"
721,"2015_Crews,Caitlin_GreeksLastRedemption_ROM.txt.csv","F","3p","ROM","Y"
722,"2015_Cross,Kaylea_CollateralDamage_ROM.txt.csv","F","3p","ROM","Y"
723,"2015_Crownover,Jay_Asa_ROM.txt.csv","F","1p","ROM","Y"
724,"2015_Cruise,Marilyn_TheBlackChapel_ROM.txt.csv","F","1p","ROM","Y"
725,"2015_Douglas,Penelope_FallingAway_ROM.txt.csv","F","1p","ROM","N"
726,"2015_Edwards,Nicole_Brendon_ROM.txt.csv","F","3p","ROM","Y"
727,"2015_Edwards,Nicole_Sawyer_ROM.txt.csv","F","3p","ROM","Y"
728,"2015_Elliot,Kendra_Bridged_ROM.txt.csv","F","3p","ROM","Y"
729,"2015_Elliott,Kelly_HoldingYou_ROM.txt.csv","F","1p","ROM","Y"
730,"2015_Feehan,Christine_CatsLair_ROM.txt.csv","F","3p","ROM","Y"
731,"2015_Fisher,Tarryn_Marrow_ROM.txt.csv","F","1p","ROM","Y"
732,"2015_Foor,Jennifer_Binge_ROM.txt.csv","F","1p","ROM","Y"
733,"2015_Ford,Hannah_WhatHeFights_ROM.txt.csv","F","1p","ROM","Y"
734,"2015_Frank,Ella_Trust_ROM.txt.csv","F","3p","ROM","Y"
735,"2015_Frost,Jeaniene_BoundByFlames_ROM.txt.csv","F","1p","ROM","Y"
736,"2015_Glines,Abbi_WhenImGone_ROM.txt.csv","F","1p","ROM","Y"
737,"2015_Halle,Karina_WhereSeaMeetsSky_ROM.txt.csv","F","1p","ROM","Y"
738,"2015_Harlow,Melanie_Floored_ROM.txt.csv","F","1p","ROM","Y"
740,"2015_Harper,ES_UnexpectedFate_ROM.txt.csv","M","1p","ROM","Y"
741,"2015_Harrison,Thea_MidnightsKiss_ROM.txt.csv","F","3p","ROM","Y"
742,"2015_Hart,Emma_DirtyPast_ROM.txt.csv","F","1p","ROM","Y"
743,"2015_Hawk,Chloe_StepbrotherProtects_ROM.txt.csv","F","1p","ROM","Y"
744,"2015_Hewitt,Kate_MarakaiosMarriage_ROM.txt.csv","F","3p","ROM","Y"
745,"2015_Hunting,Helena_PUCKED_ROM.txt.csv","F","1p","ROM","Y"
747,"2015_Jagger,Eve_Hard_ROM.txt.csv","F","1p","ROM","Y"
748,"2015_James,Nicole_WOLF_ROM.txt.csv","F","3p","ROM","Y"
749,"2015_Jewel,Bella_TilDeath_ROM.txt.csv","F","1p","ROM","Y"
750,"2015_Jewel,Bella_TilDeathVolumeTwo_ROM.txt.csv","F","1p","ROM","Y"
751,"2015_Kennedy,Elle_FlashFire_ROM.txt.csv","F","3p","ROM","Y"
752,"2015_Kennedy,Elle_TheDeal_ROM.txt.csv","F","1p","ROM","Y"
753,"2015_Kennedy,Elle_TheMistake_ROM.txt.csv","F","1p","ROM","Y"
754,"2015_King,CM_ICherishYourHeart_ROM.txt.csv","F","1p","ROM","Y"
755,"2015_Lain,Tara_KnightofOceanAvenue_ROM.txt.csv","F","3p","ROM","Y"
756,"2015_Leighten,M_PocketfulofSand_ROM.txt.csv","F","1p","ROM","Y"
757,"2015_Lewis,RJ_Carter_ROM.txt.csv","F","1p","ROM","Y"
758,"2015_Lewis,RJ_Leah_ROM.txt.csv","F","1p","ROM","Y"
759,"2015_Linde,KA_Diamonds_ROM.txt.csv","F","3p","ROM","Y"
760,"2015_Lynn,Michelle_LoveSurfaced_ROM.txt.csv","F","1p","ROM","Y"
761,"2015_Lynn,Sandi_HisProposedDeal_ROM.txt.csv","F","1p","ROM","Y"
762,"2015_Lynn,Sandi_LoveLust&AMillionaire_ROM.txt.csv","F","1p","ROM","N"
763,"2015_Mabie,M_Sail_ROM.txt.csv","F","1p","ROM","Y"
764,"2015_MacLean,Julianne_TheColorofJoy_ROM.txt.csv","F","1p","ROM","Y"
765,"2015_Macomber,Debbie_BackonBlossomStreet_ROM.txt.csv","F","3p","ROM","Y"
766,"2015_Malpas,JodiEllen_OneNightUnveiled_ROM.txt.csv","F","1p","ROM","N"
767,"2015_Martin,Lex_KissingMadeline_ROM.txt.csv","F","1p","ROM","Y"
768,"2015_Mathewson,RL_DoubleDare_ROM.txt.csv","F","3p","ROM","Y"
769,"2015_McLaughlin,Heidi_ChooseMe_ROM.txt.csv","F","1p","ROM","Y"
770,"2015_McLean,Jay_WhereTheRoadTakesMe_ROM.txt.csv","F","1p","ROM","Y"
771,"2015_Mead,Richelle_TheRubyCircle_ROM.txt.csv","F","1p","ROM","Y"
772,"2015_Medley,Lisa_Reap&Repent_ROM.txt.csv","F","3p","ROM","Y"
773,"2015_Meyer,Marie_AcrosstheDistance_ROM.txt.csv","F","1p","ROM","Y"
774,"2015_Meyer,Tijan_CarterReed2_ROM.txt.csv","F","1p","ROM","Y"
775,"2015_Michaels,Jess_TheWidowWager_ROM.txt.csv","F","3p","ROM","Y"
776,"2015_Michele,Beth_FortheLoveofRaindrops_ROM.txt.csv","F","1p","ROM","N"
777,"2015_Moning,KarenMarie_Burned_ROM.txt.csv","F","1p","ROM","Y"
778,"2015_Morey,Trish_CaptiveofKadar_ROM.txt.csv","F","3p","ROM","Y"
779,"2015_Mosteller,MistiD_TheFatRules_ROM.txt.csv","F","1p","ROM","Y"
780,"2015_Nissenson,Janet_Shattered_ROM.txt.csv","F","3p","ROM","Y"
781,"2015_Pierce,M_AfterDark_ROM.txt.csv","F","1p","ROM","Y"
782,"2015_Proby,Kristen_EasyLove_ROM.txt.csv","F","1p","ROM","Y"
783,"2015_Raeder,Leah_BlackIris_ROM.txt.csv","T","1p","ROM","Y"
784,"2015_Reid,Stacy_SinsofaDuke_ROM.txt.csv","F","3p","ROM","Y"
785,"2015_Reilly,Cora_BoundByHatred_ROM.txt.csv","F","1p","ROM","Y"
786,"2015_Reynolds,AuroraRose_UntilJuly_ROM.txt.csv","F","1p","ROM","Y"
787,"2015_Ritchie,Krista_FuelTheFire_ROM.txt.csv","F","1p","ROM","Y"
788,"2015_Roberts,Nora_TheLiar_ROM.txt.csv","F","3p","ROM","Y"
789,"2015_Ryan,Kaylee_JustSayWhen_ROM.txt.csv","F","1p","ROM","Y"
790,"2015_Ryan,Kendall_TheGentlemanMentor_ROM.txt.csv","F","1p","ROM","Y"
791,"2015_Scott,Ginger_WildReckless_ROM.txt.csv","F","1p","ROM","N"
792,"2015_Scott,JS_NoOrdinaryBillionaire_ROM.txt.csv","F","3p","ROM","Y"
793,"2015_Shea,Rebecca_BrokenbyLies_ROM.txt.csv","F","1p","ROM","Y"
794,"2015_Silver,Jordan_TheCrush_ROM.txt.csv","F","1p","ROM","Y"
795,"2015_Silver,Jordan_TheSoccerMomsBadBoy_ROM.txt.csv","F","1p","ROM","Y"
796,"2015_Sivec,Tara_WorththeTrip_ROM.txt.csv","F","1p","ROM","Y"
797,"2015_Slaughter,Phoenyx_Asunder_ROM.txt.csv","F","1p","ROM","Y"
798,"2015_Smart,Michelle_TheGreeksPregnantBride_ROM.txt.csv","F","3p","ROM","Y"
799,"2015_Smeltzer,Micalea_NeverTooLate_ROM.txt.csv","F","1p","ROM","Y"
800,"2015_Snow,Nicole_StepbrotherCharming_ROM.txt.csv","F","1p","ROM","Y"
801,"2015_Stephens,SC_Thoughtful_ROM.txt.csv","F","1p","ROM","Y"
802,"2015_Sterling,J_10YearsLater_ROM.txt.csv","F","1p","ROM","Y"
803,"2015_Stoker,Susan_ProtectingCheyenne_ROM.txt.csv","F","3p","ROM","Y"
804,"2015_Suzanne,Ashley_Rekindle_ROM.txt.csv","F","1p","ROM","Y"
805,"2015_Taiden,Milly_StripeTease_ROM.txt.csv","F","3p","ROM","Y"
806,"2015_Taiden,Milly_TallDarkandPanther_ROM.txt.csv","F","3p","ROM","Y"
807,"2015_Darhower,JM_TheMadTatter_ROM.txt.csv","F","1p","ROM","N"
808,"2015_Tucker,KA_BecomingRain_ROM.txt.csv","F","1p","ROM","Y"
809,"2015_Vale,LaniLynn_CenterMass_ROM.txt.csv","F","1p","ROM","Y"
810,"2015_Wade,Ellie_ABeautifulKindofLove_ROM.txt.csv","F","1p","ROM","Y"
811,"2015_Waltz,Vanessa_KnockedUpbytheBadBoy_ROM.txt.csv","F","1p","ROM","Y"
812,"2015_Ward,HM_Life_BeforeDamaged_ROM.txt.csv","F","1p","ROM","Y"
813,"2015_Wilder,L_Combust_ROM.txt.csv","F","1p","ROM","Y"
814,"2015_Williams,WhitneyGracia_SincerelyCarter_ROM.txt.csv","F","1p","ROM","Y"
815,"2015_Winters,Pepper_ThirdDebt_ROM.txt.csv","F","1p","ROM","Y"
816,"2015_Wood,Jessica_PromisetoMarry_ROM.txt.csv","F","1p","ROM","Y"
817,"2015_Wylde,Joanna_SilverBastard_ROM.txt.csv","F","1p","ROM","Y"
818,"2015_Zolendz,Christine_HeresToFalling_ROM.txt.csv","F","1p","ROM","Y"
819,"2003_Landay,William_MissionFlats_MY.txt.csv","M","1p","MY","Y"
820,"2005_Johnson,Craig_TheColdDish_MY.txt.csv","M","1p","MY","Y"
821,"2009_Flynn,Gillian_DarkPlaces_MY.txt.csv","F","1p","MY","Y"
822,"2009_Griffiths,Elly_TheCrossingPlaces_MY.txt.csv","F","3p","MY","Y"
823,"2010_Atkinson,Kate_StartedEarlyTookMyDog_MY.txt.csv","F","3p","MY","Y"
824,"2010_Burke,JamesLee_TheGlassRainbow_MY.txt.csv","M","1p","MY","Y"
825,"2010_Connolly,John_TheWhisperers_MY.txt.csv","M","3p","MY","Y"
826,"2010_Dugoni,Robert_BodilyHarm_MY.txt.csv","M","3p","MY","Y"
827,"2010_George,Elizabeth_ThisBodyofDeath_MY.txt.csv","F","3p","MY","Y"
828,"2010_Gerritsen,Tess_IceCold_MY.txt.csv","F","3p","MY","Y"
829,"2010_Goodman,Carol_ArcadiaFalls_MY.txt.csv","F","1p","MY","Y"
830,"2010_Hand,Dana_DeepCreek_MY.txt.csv","X","3p","MY","Y"
831,"2010_King,LaurieR_TheGodoftheHive_MY.txt.csv","F","3p","MY","Y"
832,"2010_Laurie,Victoria_AGlimpseofEvil_MY.txt.csv","F","1p","MY","Y"
833,"2010_McKinlay,Jenn_SprinklewithMurder_MY.txt.csv","F","3p","MY","Y"
834,"2010_Robotham,Michael_BleedForMe_MY.txt.csv","M","3p","MY","Y"
835,"2010_Webber,Heather_TrulyMadly_MY.txt.csv","F","1p","MY","Y"
836,"2011_Aaronovitch,Ben_MidnightRiot_MY.txt.csv","M","1p","MY","Y"
837,"2011_Bolton,Sharon_NowYouSeeMe_MY.txt.csv","F","1p","MY","Y"
838,"2011_McKinlay,Jenn_BooksCanbeDeceiving_MY.txt.csv","F","3p","MY","Y"
839,"2011_OConnell,Carol_TheChalkGirl_MY.txt.csv","F","3p","MY","Y"
841,"2011_Slaughter,Karin_Fallen_MY.txt.csv","F","3p","MY","Y"
842,"2011_SpencerFleming,Julia_OneWasASoldier_MY.txt.csv","F","3p","MY","Y"
843,"2011_Stevens,Chevy_NeverKnowing_MY.txt.csv","F","1p","MY","Y"
844,"2011_Vicary,Tim_BoldCounsel_MY.txt.csv","M","3p","MY","Y"
846,"2012_Barclay,Linwood_TrustYourEyes_MY.txt.csv","M","1p","MY","Y"
847,"2012_Burke,JamesLee_CreoleBelle_MY.txt.csv","M","1p","MY","Y"
848,"2012_Crais,Robert_Taken_MY.txt.csv","M","1p","MY","Y"
849,"2012_Elliot,Kendra_Hidden_MY.txt.csv","F","3p","MY","Y"
850,"2012_Fforde,Jasper_TheWomanWhoDiedaLot_MY.txt.csv","M","1p","MY","Y"
851,"2012_Frazier,LA_BackontheMarket_MY.txt.csv","X","1p","MY","Y"
852,"2012_French,Nicci_BlueMonday_MY.txt.csv","X","3p","MY","Y"
853,"2012_George,Elizabeth_TheEdgeofNowhere_MY.txt.csv","F","3p","MY","Y"
854,"2012_Hobbs,Roger_Ghostman_MY.txt.csv","M","1p","MY","Y"
855,"2012_Kellerman,Jonathan_Victims_MY.txt.csv","M","1p","MY","Y"
856,"2012_McPherson,Catriona_DandyGilver_MY.txt.csv","F","3p","MY","Y"
857,"2012_Morton,Kate_TheSecretKeeper_MY.txt.csv","F","3p","MY","Y"
858,"2012_Rankin,Ian_StandinginAnotherMansGrave_MY.txt.csv","M","3p","MY","Y"
859,"2012_Robotham,Michael_SayYoureSorry_MY.txt.csv","M","1p","MY","Y"
860,"2012_Ronald,RD_TheZombieRoom_MY.txt.csv","M","3p","MY","Y"
861,"2012_Runcie,James_SidneyChambersandTheShadow_MY.txt.csv","M","3p","MY","Y"
862,"2012_Scottoline,Lisa_ComeHome_MY.txt.csv","F","3p","MY","Y"
863,"2012_Shapiro,BA_TheArtForger_MY.txt.csv","F","1p","MY","Y"
864,"2012_Sloan,Robin_MrPenumbras24Hour_MY.txt.csv","M","1p","MY","Y"
865,"2012_Swank,DeniseGrover_TwentyNineandaHalfReasons_MY.txt.csv","F","1p","MY","Y"
866,"2012_Unger,Lisa_Heartbroken_MY.txt.csv","F","3p","MY","Y"
867,"2013_Beukes,Lauren_TheShiningGirls_MY.txt.csv","F","3p","MY","Y"
868,"2013_Busby,Sian_ACommonplaceKilling_MY.txt.csv","F","3p","MY","Y"
869,"2013_Connelly,Michael_TheGodsofGuilt_MY.txt.csv","M","1p","MY","Y"
870,"2013_Cornwell,Patricia_Dust_MY.txt.csv","F","1p","MY","Y"
871,"2013_Coulter,Catherine_Bombshell_MY.txt.csv","F","3p","MY","Y"
872,"2013_Crais,Robert_Suspect_MY.txt.csv","M","3p","MY","Y"
873,"2013_Crouch,Blake_Wayward_MY.txt.csv","M","3p","MY","Y"
874,"2013_Fairstein,Linda_DeathAngel_MY.txt.csv","F","1p","MY","Y"
875,"2013_French,Nicci_TuesdaysGone_MY.txt.csv","X","3p","MY","Y"
877,"2013_Krueger,WilliamKent_OrdinaryGrace_MY.txt.csv","M","1p","MY","Y"
878,"2013_McCreight,Kimberly_ReconstructingAmelia_MY.txt.csv","F","1p","MY","Y"
879,"2013_O'Connell,Carol_ItHappensintheDark_MY.txt.csv","F","3p","MY","Y"
882,"2013_Quick,Amanda_TheMysteryWoman_MY.txt.csv","F","3p","MY","Y"
883,"2013_Raimondo,Lynne_DantesWood_MY.txt.csv","F","1p","MY","Y"
884,"2013_Rankin,Ian_SaintsoftheShadowBible_MY.txt.csv","M","3p","MY","Y"
885,"2013_Reichs,Kathy_BonesoftheLost_MY.txt.csv","F","1p","MY","Y"
887,"2013_Smith,AlexanderMccall_TheMinorAdjustmentBeauty_MY.txt.csv","M","3p","MY","Y"
888,"2013_SpencerFleming,Julia_ThroughtheEvilDays_MY.txt.csv","F","3p","MY","Y"
889,"2013_Swank,DeniseGrover_TwentyEightandAHalfWishes_MY.txt.csv","F","1p","MY","Y"
890,"2013_Tyson,Wendy_KillerImage_MY.txt.csv","M","3p","MY","Y"
891,"2013_Winspear,Jacqueline_LeavingEverythingMostLoved_MY.txt.csv","M","3p","MY","Y"
892,"2013_Zander,Joakim_TheSwimmer_MY.txt.csv","M","3p","MY","Y"
893,"2013_Ziskin,JamesW_Styx&Stones_MY.txt.csv","M","1p","MY","N"
894,"2014_Abani,Chris_TheSecretHistoryofLasVegas_MY.txt.csv","M","3p","MY","Y"
895,"2014_AdlerOlsen,Jussi_TheMarcoEffect_MY.txt.csv","M","3p","MY","Y"
896,"2014_Atkins,Ace_RobertBParkersCheapShot_MY.txt.csv","M","1p","MY","Y"
897,"2014_Barclay,Linwood_NoSafeHouse_MY.txt.csv","M","1p","MY","Y"
898,"2014_Bouman,Tom_DryBonesintheValley_MY.txt.csv","M","1p","MY","Y"
899,"2014_Box,CJ_StoneCold_MY.txt.csv","M","3p","MY","Y"
900,"2014_Bradley,Alan_TheDeadinTheirVaulted_MY.txt.csv","M","1p","MY","Y"
901,"2014_Brown,Sandra_MeanStreak_MY.txt.csv","F","3p","MY","Y"
902,"2014_Casey,Jane_TheStrangerYouKnow_MY.txt.csv","F","1p","MY","Y"
903,"2014_Cash,Wiley_ThisDarkRoadtoMercy_MY.txt.csv","M","1p","MY","Y"
905,"2014_Connelly,Michael_TheBurningRoom_MY.txt.csv","M","3p","MY","Y"
906,"2014_Connolly,John_TheWolfinWinter_MY.txt.csv","M","3p","MY","Y"
907,"2014_Cornwell,Patricia_FleshandBlood_MY.txt.csv","F","1p","MY","N"
909,"2014_Deaver,Jeffery_TheBoneCollector_MY.txt.csv","M","3p","MY","Y"
910,"2014_Donoghue,Emma_FrogMusic_MY.txt.csv","F","3p","MY","Y"
911,"2014_Dougherty,Victoria_TheBoneChurch_MY.txt.csv","F","3p","MY","Y"
912,"2014_Dugoni,Robert_MySistersGrave_MY.txt.csv","M","3p","MY","Y"
913,"2014_Eskens,Allen_TheLifeWeBury_MY.txt.csv","M","1p","MY","Y"
914,"2014_Evanovich,Janet_TopSecretTwentyOne_MY.txt.csv","F","1p","MY","Y"
915,"2014_Fairstein,Linda_TerminalCity_MY.txt.csv","F","1p","MY","Y"
916,"2014_Fitzpatrick,Becca_BlackIce_MY.txt.csv","F","1p","MY","Y"
917,"2014_French,Tana_TheSecretPlace_MY.txt.csv","F","1p","MY","Y"
919,"2014_Gerritsen,Tess_DieAgain_MY.txt.csv","F","3p","MY","Y"
921,"2014_Healey,Emma_ElizabethisMissing_MY.txt.csv","F","1p","MY","Y"
922,"2014_Hendrix,Grady_Horrorstor_MY.txt.csv","M","3p","MY","Y"
923,"2014_Hinton,Lynne_SisterEvePrivateEye_MY.txt.csv","F","3p","MY","Y"
924,"2014_Jones,Darynda_SixthGraveontheEdge_MY.txt.csv","F","1p","MY","Y"
926,"2014_Kubica,Mary_TheGoodGirl_MY.txt.csv","F","1p","MY","Y"
927,"2014_Lashner,William_Bagmen_MY.txt.csv","M","1p","MY","Y"
928,"2014_Lashner,William_TheBarkeep_MY.txt.csv","M","3p","MY","Y"
929,"2014_McKenzie,CB_BadCountry_MY.txt.csv","M","3p","MY","Y"
930,"2014_McPherson,Catriona_TheDaySheDied_MY.txt.csv","F","3p","MY","Y"
931,"2014_Murphy,Hunter_ImogeneinNewOrleans_MY.txt.csv","M","3p","MY","Y"
932,"2014_Nesbo,Jo_TheSon_MY.txt.csv","M","3p","MY","Y"
933,"2014_Neville,Stuart_TheFinalSilence_MY.txt.csv","M","3p","MY","Y"
934,"2014_Nolen,RL_DeadlyThyme_MY.txt.csv","F","3p","MY","Y"
935,"2014_Papernick,Jonathan_TheBookofStone_MY.txt.csv","M","3p","MY","Y"
936,"2014_Penny,Louise_TheLongWayHome_MY.txt.csv","F","3p","MY","Y"
937,"2014_Picoult,Jodi_LeavingTime_MY.txt.csv","F","1p","MY","Y"
938,"2014_Pryor,Mark_TheBloodPromise_MY.txt.csv","M","3p","MY","Y"
939,"2014_Pryor,Mark_TheButtonMan_MY.txt.csv","M","3p","MY","Y"
940,"2014_Raimondo,Lynne_DantesPoison_MY.txt.csv","F","1p","MY","Y"
941,"2014_Reade,Amy_SecretsofHallsteadHouse_MY.txt.csv","F","1p","MY","Y"
942,"2014_Reichs,Kathy_BonesNeverLie_MY.txt.csv","F","1p","MY","Y"
943,"2014_Rickstad,Eric_TheSilentGirls_MY.txt.csv","M","3p","MY","Y"
944,"2014_Robb,JD_FestiveinDeath_MY.txt.csv","F","3p","MY","Y"
945,"2014_Shafer,David_WhiskeyTangoFoxtrot_MY.txt.csv","M","3p","MY","Y"
946,"2014_Sherratt,Mel_WatchingOverYou_MY.txt.csv","F","3p","MY","Y"
947,"2014_Slaughter,Karin_CopTown_MY.txt.csv","F","3p","MY","Y"
948,"2014_Smith,AlexanderMccall_TheHandsomeMansDeLuxe_MY.txt.csv","M","3p","MY","Y"
949,"2014_Smith,TomRob_TheFarm_MY.txt.csv","M","1p","MY","Y"
950,"2014_Stelmach,Orest_TheBoyWhoGlowedintheDark_MY.txt.csv","M","3p","MY","Y"
951,"2014_Sternbergh,Adam_ShovelReady_MY.txt.csv","M","1p","MY","Y"
952,"2014_Stevens,Chevy_ThatNight_MY.txt.csv","F","1p","MY","Y"
953,"2014_Turner,Stevie_AHouseWithoutWindows_MY.txt.csv","F","3p","MY","Y"
954,"2014_Unger,Lisa_IntheBlood_MY.txt.csv","F","1p","MY","Y"
955,"2014_Weaver,Ashley_MurderattheBrightwell_MY.txt.csv","F","1p","MY","Y"
956,"2015_Aaronovitch,Ben_FoxgloveSummer_MY.txt.csv","M","1p","MY","Y"
957,"2015_Ahdieh,Renee_TheWrathandtheDawn_MY.txt.csv","F","3p","MY","Y"
958,"2015_Ahlborn,Ania_WithinTheseWalls_MY.txt.csv","F","3p","MY","Y"
959,"2015_Arlen,Tessa_DeathofaDishonorableGentlemen_MY.txt.csv","F","3p","MY","Y"
960,"2015_Atkins,Ace_RobertBParkersKickback_MY.txt.csv","M","1p","MY","Y"
961,"2015_Berry,Steve_ThePatriotThreat_MY.txt.csv","M","3p","MY","Y"
962,"2015_Bolton,Sharon_LittleBlackLies_MY.txt.csv","F","1p","MY","Y"
963,"2015_Box,CJ_Endangered_MY.txt.csv","M","3p","MY","Y"
964,"2015_Bradley,Alan_AsChimneySweepersCometoDust_MY.txt.csv","M","1p","MY","Y"
965,"2015_Child,Lincoln_TheForgottenRoom_MY.txt.csv","M","3p","MY","Y"
966,"2015_Coben,Harlan_TheStranger_MY.txt.csv","M","3p","MY","Y"
